sample_id,State,Latitude,Longitude,landslide,sample_source,background_rule
BG-00045,Arunachal Pradesh,27.155233,92.880656,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00046,Tripura,24.134929,91.903821,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00047,Sikkim,27.499978,88.758553,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00048,Assam,26.518118,91.628355,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00049,Tripura,23.97405,91.705946,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00050,Assam,26.706452,91.804838,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00051,Meghalaya,25.871522,90.160478,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00052,Assam,26.124669,90.041128,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00053,Arunachal Pradesh,28.613542,94.116027,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00054,Mizoram,22.743058,93.093954,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00055,Tripura,24.077446,91.738901,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00056,Arunachal Pradesh,28.007093,93.983326,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00057,Assam,26.435086,90.903103,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00058,Manipur,24.662978,94.505686,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00059,Assam,26.681735,92.138303,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00060,Arunachal Pradesh,28.597955,93.532134,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00061,Sikkim,27.973952,88.785422,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00062,Sikkim,27.797703,88.22628,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00063,Sikkim,27.80778,88.4156,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00064,Assam,26.306803,91.433093,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00065,Meghalaya,25.236541,90.468564,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00066,Arunachal Pradesh,28.677288,95.521574,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00067,Mizoram,23.332965,92.412836,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00068,Arunachal Pradesh,28.962562,94.974927,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00069,Meghalaya,25.284174,90.137837,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00070,Tripura,23.528503,91.609171,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00071,Meghalaya,25.51408,90.463379,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00072,Tripura,24.207554,91.788367,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00073,Meghalaya,25.318567,89.861186,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00074,Sikkim,27.895952,88.445114,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00075,Meghalaya,25.680557,90.952438,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00076,Arunachal Pradesh,28.352627,94.207518,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00077,Tripura,23.870733,91.807467,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00078,Sikkim,27.663231,88.330809,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00079,Arunachal Pradesh,28.090989,92.810779,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00080,Tripura,23.921022,92.097067,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00081,Meghalaya,25.878685,90.476238,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00082,Sikkim,27.890527,88.17406,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00083,Meghalaya,25.713075,92.397014,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00084,Arunachal Pradesh,28.313255,96.216964,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00085,Manipur,24.96646,93.900516,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00086,Sikkim,27.665013,88.312301,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00087,Tripura,23.864815,91.54381,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00088,Meghalaya,25.365991,89.868506,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00089,Sikkim,27.906554,88.281581,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00090,Tripura,24.164006,92.132562,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00091,Assam,25.741994,92.87656,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00092,Tripura,24.211915,92.115474,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00093,Sikkim,27.880314,88.271858,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00094,Arunachal Pradesh,28.093818,94.181734,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00095,Assam,26.061647,90.035142,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00096,Arunachal Pradesh,27.978859,96.927024,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00097,Assam,26.699094,90.882272,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00098,Assam,27.567479,94.395696,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00099,Arunachal Pradesh,28.694584,96.245224,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00100,Tripura,23.4494,91.794585,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00101,Manipur,24.624998,94.039845,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00102,Meghalaya,25.861204,90.925865,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00103,Tripura,23.571426,91.775651,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00104,Arunachal Pradesh,26.969734,93.010441,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00105,Tripura,23.55388,91.739692,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00106,Manipur,24.970312,93.351562,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00107,Arunachal Pradesh,28.66606,93.881683,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00108,Manipur,25.262695,93.903402,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00109,Sikkim,27.7932,88.421306,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00110,Meghalaya,25.933127,90.197577,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00111,Arunachal Pradesh,27.557805,92.512179,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00112,Arunachal Pradesh,27.355266,96.507893,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00113,Arunachal Pradesh,27.502048,92.280587,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00114,Arunachal Pradesh,28.806675,95.365362,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00115,Arunachal Pradesh,28.586455,94.206513,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00116,Sikkim,27.568996,88.302717,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00117,Meghalaya,25.202972,90.381382,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00118,Meghalaya,25.335998,89.959446,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00119,Assam,26.291032,90.021877,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00120,Tripura,24.216214,91.993346,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00121,Tripura,23.912989,91.53743,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00122,Tripura,23.918441,91.614265,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00123,Arunachal Pradesh,28.076846,95.028677,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00124,Tripura,24.08472,91.769471,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00125,Assam,26.74708,90.632423,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00126,Tripura,23.263048,91.637917,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00127,Arunachal Pradesh,28.632237,96.069426,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00128,Arunachal Pradesh,28.262819,93.234355,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00129,Sikkim,27.543708,88.32741,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00130,Arunachal Pradesh,28.466387,93.43012,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00131,Arunachal Pradesh,28.446186,95.595039,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00132,Tripura,23.661878,91.715027,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00133,Sikkim,27.633749,88.489756,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00134,Nagaland,26.857589,94.914493,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00135,Tripura,23.491586,91.922341,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00136,Meghalaya,25.23474,90.277635,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00137,Nagaland,26.433393,94.182111,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00138,Tripura,23.617755,91.88978,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00139,Sikkim,27.949883,88.498935,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00140,Sikkim,27.871094,88.690371,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00141,Arunachal Pradesh,28.150871,93.779055,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00142,Manipur,25.325251,93.797528,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00143,Meghalaya,25.924992,90.583098,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00144,Meghalaya,25.814573,90.319908,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00145,Manipur,23.86213,94.140348,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00146,Assam,26.166773,89.773491,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00147,Sikkim,27.980121,88.605961,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00148,Arunachal Pradesh,28.234804,96.820957,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00149,Nagaland,25.625147,93.514049,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00150,Sikkim,27.886494,88.32218,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00151,Arunachal Pradesh,27.917287,96.142,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00152,Assam,26.383301,90.872313,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00153,Assam,26.50887,90.240119,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00154,Tripura,23.623757,91.252894,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00155,Sikkim,27.902691,88.554477,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00156,Assam,26.514915,91.797942,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00157,Tripura,23.897333,91.504882,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00158,Meghalaya,25.919435,90.937945,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00159,Sikkim,27.914464,88.755698,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00160,Tripura,23.484115,91.561505,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00161,Sikkim,27.810678,88.410605,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00162,Tripura,23.625592,91.906906,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00163,Manipur,24.555697,94.021366,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00164,Sikkim,27.9185,88.536736,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00165,Sikkim,27.966791,88.328825,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00166,Arunachal Pradesh,28.309737,96.934568,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00167,Tripura,23.318136,91.519956,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00168,Tripura,23.716938,91.805743,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00169,Sikkim,27.649421,88.256294,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00170,Sikkim,27.765455,88.680502,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00171,Meghalaya,25.694589,92.387455,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00172,Meghalaya,25.679975,91.40486,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00173,Tripura,24.255155,91.990748,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00174,Assam,26.350895,92.791579,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00175,Sikkim,28.00311,88.587739,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00176,Sikkim,27.866341,88.378601,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00177,Arunachal Pradesh,28.275347,93.527406,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00178,Assam,26.777244,90.977087,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00179,Arunachal Pradesh,27.663985,92.093901,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00180,Tripura,23.764276,91.851577,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00181,Tripura,23.302846,91.714457,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00182,Assam,27.02487,94.586237,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00183,Tripura,24.014757,91.908204,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00184,Tripura,24.086705,91.670003,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00185,Arunachal Pradesh,28.591691,96.115147,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00186,Nagaland,26.914616,95.21736,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00187,Assam,26.755576,92.007709,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00188,Assam,26.547049,92.899965,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00189,Tripura,23.431444,91.477728,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00190,Sikkim,27.538576,88.29461,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00191,Assam,26.484634,90.431542,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00192,Sikkim,27.615497,88.46315,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00193,Meghalaya,25.872373,90.284176,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00194,Sikkim,27.613444,88.220512,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00195,Meghalaya,25.763344,90.170877,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00196,Arunachal Pradesh,28.205518,93.466092,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00197,Assam,26.314058,90.171469,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00198,Assam,26.956584,94.126613,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00199,Arunachal Pradesh,29.047071,94.264005,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00200,Assam,25.604188,92.833714,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00201,Tripura,23.647634,91.474789,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00202,Tripura,23.959982,91.645335,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00203,Arunachal Pradesh,28.874918,94.676569,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00204,Nagaland,25.626028,93.499819,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00205,Meghalaya,25.248896,92.557357,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00206,Tripura,24.283745,92.065198,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00207,Meghalaya,25.671354,90.481214,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00208,Assam,27.092649,95.074688,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00209,Sikkim,27.782617,88.758142,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00210,Tripura,23.628873,91.867701,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00211,Nagaland,25.576284,93.520891,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00212,Tripura,23.545076,91.588333,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00213,Tripura,23.357407,91.676713,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00214,Sikkim,27.440246,88.091195,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00215,Assam,26.756279,90.193827,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00216,Sikkim,27.989835,88.725593,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00217,Manipur,24.712238,93.985573,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00218,Arunachal Pradesh,28.032727,93.190703,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00219,Assam,27.049168,94.380765,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00220,Meghalaya,25.942504,90.842885,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00221,Arunachal Pradesh,28.967884,95.518241,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00222,Assam,26.747191,93.872611,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00223,Arunachal Pradesh,27.788124,96.865531,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00224,Tripura,23.686978,91.497018,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00225,Meghalaya,25.349839,90.592759,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00226,Sikkim,27.9887,88.43994,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00227,Sikkim,27.534615,88.130796,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00228,Assam,26.183513,89.728107,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00229,Arunachal Pradesh,27.728959,92.302643,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00230,Arunachal Pradesh,27.932399,97.109234,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00231,Sikkim,27.903028,88.269722,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00232,Sikkim,27.955997,88.835369,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00233,Arunachal Pradesh,27.934718,95.325519,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00234,Sikkim,27.699421,88.390542,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00235,Sikkim,27.842046,88.405785,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00236,Arunachal Pradesh,28.231494,96.766994,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00237,Assam,26.479092,90.374511,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
