"State","District","History","Latitude","Longitude"
"Arunachal Pradesh","Lower Subansiri","16 July 2016","27.339267","93.802581"
"Arunachal Pradesh","Tawang","22 April 2016","27.58741667","91.88694444"
"Manipur","Ukhrul","14 June 2018","22.873558","92.755953"
"Manipur","Chandel","7 Septemebr 2007","24.3225","94.23361"
"Manipur","Chandel","7 Septemebr 2007","24.34","94.22444"
"Manipur","Chandel","7 September 2007","24.40639","94.06583"
"Manipur","Tamenglong","10 June 2010","24.792333","93.658222"
"Manipur","Tengnoupal","2 August 2018","24.813306","93.243417"
"Manipur","Tamenglong","10 September 2007","24.81778","93.51583"
"Manipur","Tamenglong","1 July 2008","24.83278","93.46333"
"Manipur","Tamenglong","12 September 2007","24.84833","93.45917"
"Manipur","Tamenglong","19 June 2008","24.84833","93.45917"
"Manipur","Tamenglong","19 June 2008","24.90139","93.45389"
"Manipur","Noney","06 June 2018","24.9252","94.3371"
"Manipur","Tamenglong","22 June 2018","24.983806","93.497528"
"Manipur","Tamenglong","3 May 2018","24.985167","93.508306"
"Manipur","Tamenglong","24 August 2007","24.98611","93.50583"
"Manipur","Tamenglong","28 August 2007","24.99083","93.50583"
"Manipur","Tamenglong","28 August 2007","24.99083","93.50583"
"Manipur","Tamenglong","28 August 2007","24.99306","93.4975"
"Manipur","Senapati","09 September 2007","25.47217","94.15433"
"Manipur","Tamenglong","29 July 2024","24.979","93.496"
"Manipur","TAMENGLONG","31 May 2011","24.985","93.52113889"
"Manipur","TAMENGLONG","6 July 2011","24.79083333","93.72333333"
"Meghalaya","East Jaintia Hills","07 May 2018","25.09178","92.35469"
"Meghalaya","East Khasi Hills","04 April 2022","25.296","91.932"
"Meghalaya","East Khasi Hills","29 June 2009","25.300389","91.726722"
"Meghalaya","South West Khasi Hills","6 August 2013","25.31458","91.45242"
"Meghalaya","East Khasi Hills","19 July 2007","25.315176","91.923021"
"Meghalaya","East Khasi Hills","19 July 2007","25.320833","91.9275"
"Meghalaya","West Khasi Hills","18 August 2007","25.4013","91.45855"
"Meghalaya","South Garo hills","18 August 2007","25.403061","90.724166"
"Meghalaya","East Khasi Hills","18 August 2007","25.407917","91.998889"
"Meghalaya","West Khasi Hills","18 August 2007","25.425","91.405"
"Meghalaya","Jaintia Hills","17 July 2009","25.43561","91.862056"
"Meghalaya","West Khasi Hills","25 July 2007","25.50335","91.28335"
"Meghalaya","East Khasi Hills","19 July 2007","25.50368056","91.72342222"
"Meghalaya","West Khasi Hills","19 July 2007","25.50667","91.28318"
"Meghalaya","West Khasi Hills","25 July 2007","25.51973","91.28443"
"Meghalaya","East Khasi Hills","1 July 2009","25.54261","92.10867"
"Meghalaya","Jaintia Hills","1 July 2009","25.54261","92.09842"
"Meghalaya","East Khasi Hills","1 July 2009","25.54264","92.10214"
"Meghalaya","East Khasi Hills","1 July 2009","25.54328","92.10478"
"Meghalaya","East Khasi Hills","08 September 2007","25.56667","91.90194"
"Meghalaya","East Khasi Hills","23 September 2014","25.57822","91.86545"
"Meghalaya","Ri-Bhoi","17 June 2017","25.663444","91.915944"
"Meghalaya","West Khasi Hills","15 September 2007","25.68625","91.118358"
"Meghalaya","West Khasi Hills","15 September 2007","25.687056","91.6485"
"Meghalaya","West Khasi Hills","15 September 2007","25.69483","91.11836"
"Meghalaya","East Khasi Hills","15 September 2007","25.695552","91.903777"
"Meghalaya","Ri-Bhoi","23 September 2014","26.00294","91.86692"
"Meghalaya","Ri-Bhoi","20 September 2014","26.02547","91.87158"
"Meghalaya","South West Khasi Hills","15 June 2024","25.29967","91.46108"
"Meghalaya","South West Khasi Hills","17 June 2024","25.29739","91.46201"
"Meghalaya","East Khasi Hills","30 May 2025","25.422278","91.867694"
"Meghalaya","East Khasi Hills","30 May 2025","25.43480556","91.85952778"
"Meghalaya","East Khasi Hills","30 May 2025","25.48716667","91.81936111"
"Meghalaya","East Khasi Hills","31 May 2025","25.366201","91.767213"
"Meghalaya","East Khasi Hills","31 May 2025","25.355042","91.767525"
"Meghalaya","East Khasi Hills","31 May 2025","25.340415","91.774142"
"Meghalaya","East Khasi Hills","7 July 2019","25.281","91.57330556"
"Meghalaya","East Khasi Hills","27 June 2019","25.23211111","91.37252778"
"Meghalaya","East Khasi Hills","27 June 2019","25.22194444","91.38422222"
"Meghalaya","East Khasi Hills","27 June 2019","25.18688889","91.39855556"
"Meghalaya","West Jaintia Hills","26 May 2020","25.44233333","92.19447222"
"Meghalaya","West Jaintia Hills","26 May 2020","25.44177778","92.19558333"
"Meghalaya","West Jaintia Hills","26 May 2020","25.43505556","92.19836111"
"Meghalaya","West Jaintia Hills","26 May 2020","25.45075","92.19452778"
"Meghalaya","South Garo Hills","17 June 2022","25.21022222","90.63220278"
"Meghalaya","East Khasi Hills","13 April 2023","25.365263","91.878497"
"Meghalaya","West Jaintia Hills","10 August 2023","25.41955556","92.16194444"
"Meghalaya","West Khasi Hills","02 July 2024","25.540056","91.314142"
"Meghalaya","Ri-Bhoi","30 June 2024","25.67517222","91.8983"
"Meghalaya","Ri-Bhoi","30 May 2025","25.67761389","91.89865833"
"Meghalaya","Eastern-West Khasi Hill","02 July 2025","25.49551944","91.49585278"
"Meghalaya","South West Khasi Hills","30 May 2025","25.28247222","91.36413333"
"Meghalaya","South West Khasi Hills","30 May 2025","25.28090556","91.36584722"
"Meghalaya","Ri-Bhoi","30 June 2024","25.68255833","91.90111389"
"Meghalaya","Eastern-West Khasi Hill","30 May 2025","25.69517778","91.64123611"
"Meghalaya","Eastern-West Khasi Hill","25 June 2025","25.69688611","91.64176667"
"Meghalaya","Eastern-West Khasi Hill","08 October 2024","25.70087778","91.642902"
"Meghalaya","Eastern-West Khasi Hill","30 May 2025","25.69523333","91.64426944"
"Meghalaya","Eastern-West Khasi Hill","30 May 2025","25.69463611","91.64577778"
"Meghalaya","Eastern-West Khasi Hill","28 May 2025","25.68698889","91.64812222"
"Meghalaya","Eastern-West Khasi Hill","28 May 2025","25.68690556","91.64915278"
"Mizoram","Aizawl","08 Septemebr 2007","23.750722","92.744"
"Mizoram","Aizawl","8 September 2007","23.751694","92.731528"
"Mizoram","Aizawl","28 May 2024","23.73888889","92.69638889"
"Mizoram","Aizawl","28 May 2024","23.73947222","92.69666667"
"Mizoram","Aizawl","28 May 2024","23.74027778","92.69722222"
"Mizoram","Aizawl","28 May 2024","23.74066667","92.69336111"
"Mizoram","Aizawl","28 May 2024","23.7385748","92.6941941"
"Mizoram","Aizawl","28 May 2024","23.74472222","92.69277778"
"Mizoram","Aizawl","28 May 2024","23.74116667","92.69455556"
"Mizoram","Aizawl","28 May 2024","23.7375","92.69444444"
"Mizoram","Aizawl","28 May 2024","23.72669444","92.69519444"
"Mizoram","Aizawl","28 May 2024","23.73361111","92.69388889"
"Mizoram","Aizawl","28 May 2024","23.73472222","92.695"
"Mizoram","Aizawl","28 May 2024","23.73305556","92.69944444"
"Mizoram","Aizawl","28 May 2024","23.74972222","92.69833333"
"Mizoram","Aizawl","28 May 2024","23.73111111","92.70222222"
"Mizoram","Aizawl","28 May 2024","23.73111111","92.70388889"
"Mizoram","Aizawl","28 May 2024","23.73333333","92.70527778"
"Mizoram","Aizawl","28 May 2024","23.73583333","92.69777778"
"Mizoram","Aizawl","28 May 2024","23.73132778","92.70821944"
"Mizoram","Aizawl","28 May 2024","23.72428333","92.70737778"
"Mizoram","Aizawl","28 May 2024","23.72276944","92.70665"
"Mizoram","Aizawl","28 May 2024","23.71446389","92.71146389"
"Mizoram","Aizawl","28 May 2024","23.71581111","92.70935"
"Mizoram","Aizawl","28 May 2024","23.71595","92.70879444"
"Mizoram","Aizawl","28 May 2024","23.7175","92.70666667"
"Mizoram","Aizawl","28 May 2024","23.71740833","92.70644167"
"Mizoram","Aizawl","28 May 2024","23.71735556","92.70753333"
"Mizoram","Aizawl","28 May 2024","23.71721667","92.70777778"
"Mizoram","Aizawl","28 May 2024","23.71697222","92.70817222"
"Mizoram","Aizawl","28 May 2024","23.71305556","92.70895833"
"Mizoram","Aizawl","28 May 2024","23.71523056","92.71529167"
"Mizoram","Aizawl","28 May 2024","23.74","92.715"
"Mizoram","Aizawl","28 May 2024","23.73944444","92.71472222"
"Mizoram","Aizawl","28 May 2024","23.71138889","92.72444444"
"Mizoram","Aizawl","28 May 2024","23.71638889","92.72111111"
"Mizoram","Aizawl","28 May 2024","23.71444444","92.72861111"
"Mizoram","Aizawl","28 May 2024","23.71571389","92.72659722"
"Mizoram","Aizawl","28 May 2024","23.7104","92.72237778"
"Mizoram","Aizawl","28 May 2024","23.71865833","92.72335278"
"Mizoram","Aizawl","19 September 2023","23.7175","92.71972222"
"Mizoram","Aizawl","28 May 2024","23.71","92.71611111"
"Mizoram","Aizawl","28 May 2024","23.70666667","92.71444444"
"Mizoram","Aizawl","28 May 2024","23.70527778","92.71138889"
"Mizoram","Aizawl","28 May 2024","23.70416667","92.71222222"
"Mizoram","Aizawl","28 May 2024","23.70027778","92.71611111"
"Mizoram","Aizawl","28 May 2024","23.69972222","92.71694444"
"Mizoram","Aizawl","28 May 2024","23.68027778","92.72472222"
"Mizoram","Aizawl","28 May 2024","23.67805556","92.72"
"Mizoram","Aizawl","28 May 2024","23.64333333","92.73444444"
"Mizoram","Aizawl","02 October 2023","23.64638889","92.72638889"
"Mizoram","Aizawl","28 May 2024","23.64638889","92.72527778"
"Mizoram","Aizawl","28 May 2024","23.63111111","92.72388889"
"Mizoram","Aizawl","28 May 2024","23.63055556","92.72305556"
"Mizoram","Aizawl","28 May 2024","23.62833333","92.72333333"
"Mizoram","Aizawl","28 May 2024","23.62277778","92.72444444"
"Mizoram","Aizawl","28 May 2024","23.62194444","92.72305556"
"Mizoram","Aizawl","28 May 2024","23.62083333","92.7225"
"Mizoram","Aizawl","28 May 2024","23.61916667","92.7225"
"Mizoram","Aizawl","28 May 2024","23.62","92.72472222"
"Mizoram","Aizawl","28 May 2024","23.61972222","92.72527778"
"Mizoram","Aizawl","28 May 2024","23.62027778","92.72555556"
"Mizoram","Aizawl","28 May 2024","23.62027778","92.72611111"
"Mizoram","Aizawl","28 May 2024","23.62111111","92.72444444"
"Mizoram","Aizawl","28 May 2024","23.68743333","92.72129167"
"Mizoram","Aizawl","28 May 2024","23.67694444","92.71722222"
"Mizoram","Aizawl","28 May 2024","23.67583333","92.715"
"Mizoram","Aizawl","28 May 2024","23.67472222","92.71722222"
"Mizoram","Aizawl","28 May 2024","23.67444444","92.71472222"
"Mizoram","Aizawl","28 May 2024","23.67388889","92.71472222"
"Mizoram","Aizawl","28 May 2024","23.672069","92.7099293"
"Mizoram","Aizawl","28 May 2024","23.684301","92.715511"
"Mizoram","Aizawl","28 May 2024","23.70638889","92.72055556"
"Mizoram","Aizawl","28 May 2024","23.70416667","92.72"
"Mizoram","Aizawl","28 May 2024","23.70305556","92.72055556"
"Mizoram","Aizawl","28 May 2024","23.69333333","92.72055556"
"Mizoram","Aizawl","28 May 2024","23.69","92.72361111"
"Mizoram","Aizawl","28 May 2024","23.68361111","92.72277778"
"Mizoram","Aizawl","28 May 2024","23.67611111","92.71972222"
"Mizoram","Aizawl","28 May 2024","23.67138889","92.72361111"
"Mizoram","Aizawl","28 May 2024","23.66694444","92.72194444"
"Mizoram","Aizawl","28 May 2024","23.66666667","92.72388889"
"Mizoram","Aizawl","28 May 2024","23.66027778","92.72694444"
"Mizoram","Aizawl","28 May 2024","23.64388889","92.72583333"
"Mizoram","Aizawl","28 May 2024","23.635","92.72361111"
"Mizoram","Aizawl","28 May 2024","23.43277778","92.76111111"
"Mizoram","Aizawl","28 May 2024","23.46777778","92.74111111"
"Mizoram","Aizawl","28 May 2024","23.46805556","92.71638889"
"Mizoram","Aizawl","28 May 2024","23.4725","92.71444444"
"Mizoram","Aizawl","28 May 2024","23.49","92.70555556"
"Mizoram","Aizawl","28 May 2024","23.49722222","92.70333333"
"Mizoram","Aizawl","28 May 2024","23.51361111","92.69833333"
"Mizoram","Aizawl","28 May 2024","23.53666667","92.6975"
"Mizoram","Aizawl","28 May 2024","23.54166667","92.70194444"
"Mizoram","Aizawl","28 May 2024","23.54277778","92.70333333"
"Mizoram","Aizawl","28 May 2024","23.52944444","92.72944444"
"Mizoram","Aizawl","28 May 2024","23.53083333","92.73055556"
"Mizoram","Aizawl","28 May 2024","23.53111111","92.73361111"
"Mizoram","Aizawl","28 May 2024","23.53083333","92.73333333"
"Mizoram","Aizawl","28 May 2024","23.56388889","92.70805556"
"Mizoram","Aizawl","28 May 2024","23.56416667","92.70805556"
"Mizoram","Aizawl","28 May 2024","23.565","92.70777778"
"Mizoram","Aizawl","28 May 2024","23.56666667","92.70888889"
"Mizoram","Aizawl","28 May 2024","23.77305556","92.74361111"
"Mizoram","Aizawl","28 May 2024","23.77472222","92.76194444"
"Mizoram","Aizawl","28 May 2024","23.77361111","92.76111111"
"Mizoram","Aizawl","28 May 2024","23.74861111","92.73861111"
"Mizoram","Aizawl","28 May 2024","23.61","92.72083333"
"Mizoram","Aizawl","28 May 2024","23.60666667","92.72305556"
"Mizoram","Aizawl","28 May 2024","23.5925","92.71666667"
"Mizoram","Aizawl","28 May 2024","23.58722222","92.71361111"
"Mizoram","Aizawl","28 May 2024","23.57694444","92.71305556"
"Mizoram","Aizawl","28 May 2024","23.58027778","92.715"
"Mizoram","Aizawl","28 May 2024","23.58138889","92.71416667"
"Mizoram","Aizawl","28 May 2024","23.58694444","92.7175"
"Mizoram","Aizawl","28 May 2024","23.58555556","92.71583333"
"Mizoram","Aizawl","28 May 2024","23.58583333","92.71638889"
"Mizoram","Aizawl","28 May 2024","23.58638889","92.71583333"
"Mizoram","Aizawl","28 May 2024","23.65388889","92.72444444"
"Mizoram","Aizawl","28 May 2024","23.65416667","92.71777778"
"Mizoram","Aizawl","28 May 2024","23.655","92.71444444"
"Mizoram","Aizawl","28 May 2024","23.65416667","92.69"
"Mizoram","Aizawl","28 May 2024","23.66055556","92.67277778"
"Mizoram","Aizawl","28 May 2024","23.66083333","92.67277778"
"Mizoram","Aizawl","28 May 2024","23.65777778","92.67444444"
"Mizoram","Aizawl","28 May 2024","23.65861111","92.70583333"
"Mizoram","Aizawl","28 May 2024","23.68143611","92.72144167"
"Mizoram","Aizawl","28 May 2024","23.73555556","92.78833333"
"Mizoram","Aizawl","28 May 2024","23.72694444","92.79527778"
"Mizoram","Aizawl","28 May 2024","23.73277778","92.79722222"
"Mizoram","Aizawl","28 May 2024","23.73416667","92.79861111"
"Mizoram","Aizawl","28 May 2024","23.74555556","92.79444444"
"Mizoram","Aizawl","28 May 2024","23.73638889","92.79805556"
"Mizoram","Aizawl","28 May 2024","23.73583333","92.79888889"
"Mizoram","Aizawl","28 May 2024","23.73638889","92.8"
"Mizoram","Aizawl","28 May 2024","23.73555556","92.80027778"
"Mizoram","Aizawl","28 May 2024","23.71972222","92.79777778"
"Mizoram","Aizawl","28 May 2024","23.72222222","92.80138889"
"Mizoram","Aizawl","28 May 2024","23.73305556","92.84777778"
"Mizoram","Aizawl","28 May 2024","23.76083333","92.8475"
"Mizoram","Aizawl","28 May 2024","23.86972222","92.87611111"
"Mizoram","Aizawl","28 May 2024","23.80750556","92.83417222"
"Mizoram","Serchhip","28 May 2024","23.47694444","92.857846"
"Mizoram","Serchhip","28 May 2024","23.471041","92.85503"
"Mizoram","Serchhip","28 May 2024","23.465558","92.855991"
"Mizoram","Serchhip","28 May 2024","23.463164","92.854672"
"Mizoram","Serchhip","28 May 2024","23.31259","92.856415"
"Mizoram","Serchhip","28 May 2024","23.288812","92.864763"
"Mizoram","Serchhip","28 May 2024","23.281264","92.869279"
"Mizoram","Serchhip","28 May 2024","23.38151","92.844938"
"Mizoram","Serchhip","28 May 2024","23.382175","92.843876"
"Mizoram","Serchhip","28 May 2024","23.382772","92.845187"
"Mizoram","Serchhip","28 May 2024","23.387941","92.842291"
"Mizoram","Serchhip","28 May 2024","23.237077","92.910043"
"Mizoram","Serchhip","28 May 2024","23.126631","93.064946"
"Mizoram","Aizawl","13 August 2023","23.51980556","92.70066667"
"Mizoram","Aizawl","24 July 2023","24.27138889","92.96"
"Mizoram","Aizawl","15 August 2013","24.18561111","92.94536111"
"Mizoram","Aizawl","9 June 2023","23.57166667","92.71083333"
"Mizoram","Aizawl","8 August 2023","23.58388889","92.71722222"
"Mizoram","Aizawl","25 July 2023","23.58591667","92.71777778"
"Mizoram","Aizawl","06 July 2023","23.55944444","92.70833333"
"Mizoram","Aizawl","06 August 2023","23.54380556","92.70136111"
"Mizoram","Aizawl","06 August 2023","23.54027778","92.70138889"
"Mizoram","Aizawl","06 August 2023","23.53986111","92.70063889"
"Mizoram","Aizawl","28 July 2023","23.535","92.69694444"
"Mizoram","Aizawl","2 August 2023","23.53333333","92.69722222"
"Mizoram","Aizawl","3 August 2023","23.52972222","92.69611111"
"Mizoram","Aizawl","2 June 2023","23.49991667","92.70136111"
"Mizoram","Aizawl","09 August 2023","23.5","92.70111111"
"Mizoram","Aizawl","25 October 2023","23.78138889","92.67638889"
"Mizoram","Kolasib","17 September 2023","23.93027778","92.6525"
"Mizoram","Kolasib","12 August 2023","23.05805556","92.67583333"
"Mizoram","Kolasib","12 September 2023","23.05222222","92.67027778"
"Mizoram","Kolasib","12 September 2023","23.03016667","92.67336111"
"Mizoram","Kolasib","17 September 2023","23.02280556","92.67255556"
"Mizoram","Kolasib","23 July 2023","23.00638889","92.67691667"
"Mizoram","Kolasib","27 September 2023","23.91777778","92.73805556"
"Mizoram","Kolasib","27 September 2023","23.89638889","92.73638889"
"Mizoram","Aizawl","28 May 2024","23.60861111","92.85055556"
"Mizoram","Aizawl","22 July 2024","23.73305556","92.75"
"Mizoram","Aizawl","28 May 2024","23.73222222","92.75"
"Mizoram","Aizawl","28 May 2024","23.73194444","92.75"
"Mizoram","Aizawl","28 May 2024","23.74083333","92.74111111"
"Mizoram","Aizawl","30 June 2024","23.74916667","92.7375"
"Mizoram","Aizawl","28 May 2024","23.76972222","92.74472222"
"Mizoram","Aizawl","26 September 2024","23.76388889","92.73388889"
"Mizoram","Aizawl","21 August 2024","23.73888889","92.71472222"
"Mizoram","Aizawl","28 May 2024","23.74916667","92.69416667"
"Mizoram","Aizawl","21 August 2024","23.74194444","92.71305556"
"Mizoram","Aizawl","20 July 2024","23.74388889","92.71222222"
"Mizoram","Aizawl","2 July 2024","23.74722222","92.71805556"
"Mizoram","Aizawl","28 May 2024","23.69277778","92.72055556"
"Mizoram","Aizawl","20 September 2024","23.69777778","92.71944444"
"Mizoram","Aizawl","20 June 2024","23.69972222","92.7175"
"Mizoram","Aizawl","28 May 2024","23.70972222","92.72222222"
"Mizoram","Aizawl","28 May 2024","23.69944444","92.71972222"
"Mizoram","Aizawl","2 July 2024","23.70277778","92.72083333"
"Mizoram","Aizawl","2 July 2024","23.7025","92.72138889"
"Mizoram","Aizawl","2 July 2024","23.69805556","92.72277778"
"Mizoram","Aizawl","28 June 2024","23.69361111","92.7225"
"Mizoram","Aizawl","28 May 2024","23.66416667","92.72055556"
"Mizoram","Aizawl","28 May 2024","23.66055556","92.72527778"
"Mizoram","Aizawl","28 May 2024","23.66","92.72638889"
"Mizoram","Aizawl","28 May 2024","23.65527778","92.72694444"
"Mizoram","Aizawl","28 May 2024","23.65138889","92.72694444"
"Mizoram","Aizawl","28 May 2024","23.64555556","92.72444444"
"Mizoram","Aizawl","28 May 2024","23.64444444","92.72527778"
"Mizoram","Aizawl","28 May 2024","23.64166667","92.72416667"
"Mizoram","Aizawl","28 May 2024","23.64083333","92.72472222"
"Mizoram","Aizawl","28 May 2024","23.6375","92.72277778"
"Mizoram","Aizawl","28 May 2024","23.62611111","92.72638889"
"Mizoram","Aizawl","28 May 2024","23.6325","92.72388889"
"Mizoram","Aizawl","28 May 2024","23.62972222","92.72555556"
"Mizoram","Aizawl","19 Jul 2024","23.66166667","92.72416667"
"Mizoram","Aizawl","28 May 2024","23.61611111","92.71722222"
"Mizoram","Aizawl","28 May 2024","23.61861111","92.72611111"
"Mizoram","Aizawl","28 May 2024","23.60555556","92.725"
