latitude,longitude,state,district,landslide,sample_source
23.319156,92.857722,Mizoram,Serchhip,1,GSI_field_inventory
23.647667,93.299727,Mizoram,Champhai,1,GSI_field_inventory
25.112107948746843,88.60305651461195,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.11,94.76,Assam,Dima Hasao,1,GSI_field_inventory
24.423304996835128,90.11572719077697,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.934833,94.184944,Manipur,Ukhrul,1,GSI_field_inventory
25.954389,94.022778,Nagaland,Kohima,1,GSI_field_inventory
23.959156658483032,93.42875349143742,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.047444,92.409156,Meghalaya,East Jaintia Hills,1,GSI_field_inventory
27.734768835635204,95.0482901248182,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.852011489531705,89.87128058316598,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.66977,94.11269,Nagaland,Kohima,1,GSI_field_inventory
26.426417,94.668444,Nagaland,Mokokchung,1,GSI_field_inventory
28.187410789000914,88.66105978526296,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.70625,94.673833,Arunachal Pradesh,West Siang,1,GSI_field_inventory
23.986109,92.681581,Mizoram,Kolasib,1,GSI_field_inventory
26.465893161788692,96.11538984639658,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.16317,95.450433,Arunachal Pradesh,East Siang,1,GSI_field_inventory
23.58583333,92.71638889,Mizoram,Aizawl,1,GSI_field_inventory
22.89,92.49,Mizoram,Lunglei,1,GSI_field_inventory
22.771872,92.840324,Mizoram,Lunglei,1,GSI_field_inventory
22.381001,92.978996,Mizoram,Saiha,1,GSI_field_inventory
23.805779,93.027115,Mizoram,Aizawl,1,GSI_field_inventory
27.526328411129604,92.42250229448842,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.279405825936067,90.62663682641734,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.1,93.28,Assam,Dima Hasao,1,GSI_field_inventory
22.823292838608758,89.68104346848035,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.726083,88.54975,Sikkim,North Sikkim,1,GSI_field_inventory
22.7,92.66,Mizoram,Lunglei,1,GSI_field_inventory
26.435084825991716,88.90626846480804,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.82739271451002,95.44289661189293,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.29739,91.46201,Meghalaya,South West Khasi Hills,1,GSI_field_inventory
24.72,93.14,Manipur,Jiribam,1,GSI_field_inventory
22.472,92.969002,Mizoram,Saiha,1,GSI_field_inventory
25.70455356584432,91.60971415755976,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.667890909251767,94.0725766341688,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.311944,94.877778,Nagaland,Tuensang,1,GSI_field_inventory
28.033579406565945,92.29218383195891,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.37444682595831,96.2522993605306,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.315778,88.178944,Sikkim,West Sikkim,1,GSI_field_inventory
28.645707756985953,92.11788076739849,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.36682869985785,89.1388965283255,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.361979,93.299909,Mizoram,Champhai,1,GSI_field_inventory
22.27,92.63,Mizoram,Lawngtlai,1,GSI_field_inventory
22.077282292654782,91.13134051414987,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.85544,92.57369,Assam,West Karbi Anglong,1,GSI_field_inventory
24.593683618111182,91.7816390825591,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.318945257347178,91.82123174142752,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.143591,92.749751,Mizoram,Lunglei,1,GSI_field_inventory
28.35957839571074,91.62599210558301,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.948833,94.025667,Nagaland,Kohima,1,GSI_field_inventory
23.44333333,92.68527778,Mizoram,Aizawl,1,GSI_field_inventory
25.156419,92.141353,Meghalaya,West Jaintia Hills,1,GSI_field_inventory
27.240861,88.486278,Sikkim,East Sikkim,1,GSI_field_inventory
22.26835272036611,90.4555790046699,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.16,93.0,Mizoram,Saiha,1,GSI_field_inventory
24.09,94.04,Manipur,Chandel,1,GSI_field_inventory
24.033175575183034,90.14652346272418,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.243567,92.645801,Mizoram,Kolasib,1,GSI_field_inventory
22.29087169190668,96.38853514769575,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.292616888865744,89.34196570908263,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.27925,93.796444,Arunachal Pradesh,Papum Pare,1,GSI_field_inventory
22.440895067416612,91.34777675814465,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.234934285586892,93.18920527896076,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.441683,94.179211,Manipur,Tengnoupal,1,GSI_field_inventory
22.331629018933167,94.97145663331227,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.00966551446352,95.75252251061944,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.817986205880047,91.03829873238455,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.558434371768506,96.19696985116222,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.97692,93.033,Assam,Cachar,1,GSI_field_inventory
24.22,94.08,Manipur,Chandel,1,GSI_field_inventory
23.43088446365698,94.81130422830303,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.811863209933836,91.96319376194093,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.423839,91.862729,Meghalaya,East Khasi Hills,1,GSI_field_inventory
28.263228,95.570962,Arunachal Pradesh,Lower Dibang Valley,1,GSI_field_inventory
26.838302053672354,90.2396612821782,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.20448521457959,92.32518838009445,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.555493872698452,94.74210324583771,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.202363369200338,93.65103248257013,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.453611,93.371389,Assam,Dima Hasao,1,GSI_field_inventory
22.19203415040993,92.17824608199226,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.17,93.58,Manipur,Churachandpur,1,GSI_field_inventory
24.631566723803157,91.16573987648,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.117453,92.35705,Meghalaya,East Jaintia Hills,1,GSI_field_inventory
25.549861,91.295706,Meghalaya,West Khasi Hills,1,GSI_field_inventory
27.339319909273694,92.04038212351128,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.609263,95.856878,Arunachal Pradesh,Dibang Valley,1,GSI_field_inventory
28.386722,95.240833,Arunachal Pradesh,Upper Siang,1,GSI_field_inventory
27.06390370187981,89.2685109547845,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.784278,92.597111,Mizoram,Mamit,1,GSI_field_inventory
27.90475,96.34811,Arunachal Pradesh,Lohit,1,GSI_field_inventory
26.73198173259695,94.17261904771337,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.17562,94.888105,Nagaland,Tuensang,1,GSI_field_inventory
27.026074731299197,89.77036820547575,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.456409919802482,88.93548156694116,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.716,94.085,Nagaland,Kohima,1,GSI_field_inventory
23.202738,92.736174,Mizoram,Lunglei,1,GSI_field_inventory
22.321853467223754,90.38187030812344,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.381306,88.690444,Sikkim,East Sikkim,1,GSI_field_inventory
26.724639,95.031528,Nagaland,Mon,1,GSI_field_inventory
23.84585299582422,89.15508609113702,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.546,92.574556,Mizoram,Mamit,1,GSI_field_inventory
22.653865821949825,90.73338088708049,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.49185621248537,90.76077085752684,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.763347,91.657153,Meghalaya,West Khasi Hills,1,GSI_field_inventory
27.448306,88.519667,Sikkim,North Sikkim,1,GSI_field_inventory
24.57392972906353,88.12203286839282,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.65852312824792,89.83901460470508,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.722,94.082,Nagaland,Kohima,1,GSI_field_inventory
22.26,92.68,Mizoram,Lawngtlai,1,GSI_field_inventory
27.252167,88.272778,Sikkim,West Sikkim,1,GSI_field_inventory
24.687971723149914,94.08097625459365,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.970531,94.574903,Nagaland,Kiphire,1,GSI_field_inventory
23.351772,92.781701,Mizoram,Aizawl,1,GSI_field_inventory
22.693533725125555,90.39696453145658,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.030969525805485,91.43446439912677,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.809244,95.92821,Arunachal Pradesh,Dibang Valley,1,GSI_field_inventory
25.750944,94.199444,Nagaland,Kohima,1,GSI_field_inventory
24.14948852638771,91.61962693552407,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.14430014555068,90.53937964347983,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.484639,93.278222,Mizoram,Champhai,1,GSI_field_inventory
25.839722,94.050333,Nagaland,Kohima,1,GSI_field_inventory
27.148056,92.613889,Arunachal Pradesh,West Kameng,1,GSI_field_inventory
28.280751210237945,96.2357434623012,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.910583,94.206417,Nagaland,Kohima,1,GSI_field_inventory
25.81678,92.71878,Assam,West Karbi Anglong,1,GSI_field_inventory
22.44349679816527,91.50759263018395,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.208843097475672,95.89738004114228,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.74688533715303,93.8147794479273,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.60453444562794,90.81034017255286,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.440711,92.864298,Mizoram,Serchhip,1,GSI_field_inventory
25.79,93.8,Nagaland,Dimapur,1,GSI_field_inventory
26.0405,92.0355,Assam,Kamrup,1,GSI_field_inventory
24.615083,93.696844,Manipur,Noney,1,GSI_field_inventory
23.64333333,92.73444444,Mizoram,Aizawl,1,GSI_field_inventory
25.16950833983838,96.24248313639222,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.694139,92.013278,Tripura,Dhalai,1,GSI_field_inventory
26.259285625499103,94.73835390609179,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.440153,90.881372,Meghalaya,South West Khasi Hills,1,GSI_field_inventory
25.20655951678174,89.35291300474366,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.55587827235151,91.51765861541686,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.343111,92.584269,Meghalaya,East Jaintia Hills,1,GSI_field_inventory
23.87490112398041,95.54924491197194,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.272028,94.585056,Nagaland,Tuensang,1,GSI_field_inventory
25.64213,91.851852,Meghalaya,East Khasi Hills,1,GSI_field_inventory
25.509172652099544,90.40908802729042,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.581333,94.627306,Nagaland,Phek,1,GSI_field_inventory
28.169999310951724,93.49734942555078,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.261147,95.567331,Arunachal Pradesh,Lower Dibang Valley,1,GSI_field_inventory
25.047906,92.404822,Meghalaya,East Jaintia Hills,1,GSI_field_inventory
23.297637,92.74119,Mizoram,Serchhip,1,GSI_field_inventory
27.413353539359562,92.0605449950208,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.388012352675624,91.4811545153172,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.348512685714024,92.1426206924289,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.037258602378344,88.73405443552032,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.53611111,92.69777778,Mizoram,Aizawl,1,GSI_field_inventory
25.266142,93.197997,Assam,Dima Hasao,1,GSI_field_inventory
25.33644645152863,93.02130737932825,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.75059508747283,91.66675810622506,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.95593990144155,93.51521997692355,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.782483443330726,94.61808384890985,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.888628715884863,88.78462277343084,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.250269724255006,94.6195647525887,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.286315797749182,96.27882120325644,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.522717,91.448328,Meghalaya,West Khasi Hills,1,GSI_field_inventory
26.55021292776923,95.47969201544534,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.136427196347125,91.20423658217165,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.245139,88.524444,Sikkim,East Sikkim,1,GSI_field_inventory
23.874056,93.244469,Mizoram,Champhai,1,GSI_field_inventory
23.752465789445544,93.60738156530263,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.179859112198404,91.01923955101323,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.748621302337394,88.34400120295459,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.265048,91.591553,Meghalaya,East Khasi Hills,1,GSI_field_inventory
23.64119,93.085929,Mizoram,Champhai,1,GSI_field_inventory
27.418045708620962,92.12254238110367,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.639950291377726,88.09290550886915,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.192522,92.944635,Mizoram,Aizawl,1,GSI_field_inventory
24.842778,94.357583,Manipur,Kamjong,1,GSI_field_inventory
25.6999,91.642192,Meghalaya,West Khasi Hills,1,GSI_field_inventory
24.16,93.31,Manipur,Churachandpur,1,GSI_field_inventory
23.67611111,92.71972222,Mizoram,Aizawl,1,GSI_field_inventory
27.050801811347938,92.85562288120978,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.351311,94.222514,Manipur,Senapati,1,GSI_field_inventory
25.626417,91.887028,Meghalaya,East Khasi Hills,1,GSI_field_inventory
26.241230591598175,96.27103899400629,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.685,92.85722222,Mizoram,Aizawl,1,GSI_field_inventory
24.744179176133,91.72809727873032,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.611096,94.216757,Nagaland,Kohima,1,GSI_field_inventory
23.617227,93.042191,Mizoram,Champhai,1,GSI_field_inventory
25.667,94.254,Nagaland,Phek,1,GSI_field_inventory
23.376472,93.384778,Mizoram,Champhai,1,GSI_field_inventory
25.391944,91.875028,Meghalaya,East Khasi Hills,1,GSI_field_inventory
27.325300225353487,91.72826305607072,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.07038647992803,88.8666215915293,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.638372088712185,91.60218701924293,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.489199114711862,91.91640149594559,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.915444,94.119639,Nagaland,Kohima,1,GSI_field_inventory
27.527745515050256,94.75064716868827,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.789472511561293,90.93687083439616,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.301528,94.017972,Manipur,Chandel,1,GSI_field_inventory
26.81244758056716,92.77964494047477,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.974387706167608,92.42221976612407,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.90664463663924,92.99248460394595,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.26786,96.55781,Arunachal Pradesh,Anjaw,1,GSI_field_inventory
22.52,92.71,Mizoram,Lawngtlai,1,GSI_field_inventory
23.44875794681051,96.17286489143848,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.16395762176002,91.84508881661529,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.470576548136933,91.71023506660924,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.311335,92.858026,Mizoram,Serchhip,1,GSI_field_inventory
23.70444444,92.76333333,Mizoram,Aizawl,1,GSI_field_inventory
26.96008073343612,95.61161537545452,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.248558,92.954177,Mizoram,Aizawl,1,GSI_field_inventory
27.26544444,88.72252778,Sikkim,East Sikkim,1,GSI_field_inventory
22.406619990001182,88.93700113430027,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.753094256448644,93.70032278478023,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.177311,93.198157,Mizoram,Champhai,1,GSI_field_inventory
24.97012242447753,95.80105320128489,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.92425,92.925222,Mizoram,Aizawl,1,GSI_field_inventory
28.64668651343273,90.55933705653123,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.020502031866087,94.88456669931868,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.662194,94.702667,Arunachal Pradesh,West Siang,1,GSI_field_inventory
22.73526637773357,93.5197903061537,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.867477,92.754234,Mizoram,Lunglei,1,GSI_field_inventory
25.09825,94.513778,Manipur,Ukhrul,1,GSI_field_inventory
27.905673673141393,88.4032496533809,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.393889,93.309244,Mizoram,Champhai,1,GSI_field_inventory
26.703194,94.633917,Nagaland,Mokokchung,1,GSI_field_inventory
26.04031729766659,93.07192058395542,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.185491,94.814241,Nagaland,Tuensang,1,GSI_field_inventory
23.53888889,92.6625,Mizoram,Aizawl,1,GSI_field_inventory
26.610395195190826,95.15819171994829,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.6735,94.270702,Manipur,Kamjong,1,GSI_field_inventory
28.08756432839194,91.7444777896468,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.07649616463715,89.04047416864135,UNKNOWN,UNKNOWN,0,spatial_background_sample
27.693479686435033,89.28192493151715,UNKNOWN,UNKNOWN,0,spatial_background_sample
22.334532443251497,94.46958404486644,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.163345596255837,88.6733362332789,UNKNOWN,UNKNOWN,0,spatial_background_sample
23.31745828812093,89.3004250894457,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.833278,94.349639,Manipur,Kamjong,1,GSI_field_inventory
25.58136111,91.88338889,Meghalaya,East Khasi Hills,1,GSI_field_inventory
22.77004281106999,91.79630514737875,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.993164,94.034803,Nagaland,Wokha,1,GSI_field_inventory
23.981453863766014,93.63687202859381,UNKNOWN,UNKNOWN,0,spatial_background_sample
25.13178716554859,94.6951636471615,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.728625095276996,94.4070173049199,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.734187676105705,89.2286665905808,UNKNOWN,UNKNOWN,0,spatial_background_sample
26.726573720741563,94.14346690600594,UNKNOWN,UNKNOWN,0,spatial_background_sample
24.43184031097895,92.13409261663381,UNKNOWN,UNKNOWN,0,spatial_background_sample
28.1428297097231,95.69443550774383,UNKNOWN,UNKNOWN,0,spatial_background_sample
